139.601	242.711	41.9	0	0	1.869	1.8	1
139.28	230.265	41.9	0	0	1.871	1.8	1
138.955	217.67	41.9	0	0	1.875	1.8	1
138.634	205.224	41.9	0	0	1.877	1.8	1
138.247	190.229	41.9	0	0	1.869	1.8	1
137.926	177.783	41.9	0	0	1.853	1.8	1
138.507	166.495	41.9	0	0	1.847	1.8	1
150.87	167.964	41.9	0	0	1.843	1.8	1
163.233	169.433	41.9	0	0	1.852	1.8	1
175.745	170.92	41.9	0	0	1.86	1.8	1
188.108	172.388	41.9	0	0	1.862	1.8	1
200.471	173.857	41.9	0	0	1.862	1.8	1
212.983	175.344	41.9	0	0	1.864	1.8	1
225.346	176.813	41.9	0	0	1.862	1.8	1
236.518	178.14	41.9	0	0	1.854	1.8	1
239.984	188.834	41.9	0	0	1.846	1.8	1
240.097	200.084	41.9	0	0	1.85	1.8	1
240.223	212.533	41.9	0	0	1.863	1.8	1
240.348	224.982	41.9	0	0	1.87	1.8	1
240.474	237.582	41.9	0	0	1.873	1.8	1
240.599	250.031	41.9	0	0	1.881	1.8	1
240.724	262.48	41.9	0	0	1.882	1.8	1
135.197	386.615	41.9	0	0	1.872	1.8	1
134.739	374.174	41.9	0	0	1.871	1.8	1
134.275	361.582	41.9	0	0	1.874	1.8	1
133.817	349.141	41.9	0	0	1.896	1.8	1
133.403	337.898	41.9	0	0	1.901	1.8	1
132.895	324.108	41.9	0	0	1.901	1.8	1
132.481	312.865	41.9	0	0	1.89	1.8	1
139.034	313.351	41.9	0	0	1.886	1.8	1
150.649	320.803	41.9	0	0	1.887	1.8	1
161.128	327.525	41.9	0	0	1.887	1.8	1
170.596	333.6	41.9	0	0	1.885	1.8	1
182.212	341.052	41.9	0	0	1.871	1.8	1
192.457	343.341	41.9	0	0	1.862	1.8	1
201.588	336.769	41.9	0	0	1.861	1.8	1
211.693	329.496	41.9	0	0	1.867	1.8	1
221.919	322.136	41.9	0	0	1.881	1.8	1
232.024	314.863	41.9	0	0	1.884	1.8	1
237.252	316.213	41.9	0	0	1.879	1.8	1
237.037	328.811	41.9	0	0	1.873	1.8	1
236.824	341.259	41.9	0	0	1.884	1.8	1
236.611	353.707	41.9	0	0	1.892	1.8	1
236.396	366.306	41.9	0	0	1.898	1.8	1
236.14	381.303	41.9	0	0	1.882	1.8	1
235.927	393.752	41.9	0	0	1.867	1.8	1
281.813	395.43	41.9	0	0	1.917	1.8	1
293.4	395.122	41.9	0	0	1.915	1.8	1
305.845	394.791	41.9	0	0	1.914	1.8	1
317.092	394.492	41.9	0	0	1.914	1.8	1
329.537	394.161	41.9	0	0	1.913	1.8	1
342.133	393.826	41.9	0	0	1.915	1.8	1
354.578	393.496	41.9	0	0	1.917	1.8	1
367.024	393.165	41.9	0	0	1.915	1.8	1
379.619	392.83	41.9	0	0	1.914	1.8	1
392.065	392.499	41.9	0	0	1.914	1.8	1
395.001	389.816	41.9	0	0	1.915	1.8	1
384.355	383.078	41.9	0	0	1.915	1.8	2
373.835	376.419	41.9	0	0	1.914	1.8	2
363.315	369.761	41.9	0	0	1.917	1.8	2
352.668	363.022	41.9	0	0	1.923	1.8	2
342.159	356.348	41.9	0	0	1.938	1.8	2
331.763	349.499	41.9	0	0	1.943	1.8	2
321.329	342.436	41.9	0	0	1.932	1.8	2
311.021	335.454	41.9	0	0	1.91	1.8	2
300.714	328.472	41.9	0	0	1.904	1.8	2
290.282	321.405	41.9	0	0	1.898	1.8	2
280.005	314.444	41.9	0	0	1.892	1.8	2
290.472	315.276	41.9	0	0	1.888	1.8	2
303.003	316.591	41.9	0	0	1.89	1.8	2
315.385	317.89	41.9	0	0	1.89	1.8	2
327.767	319.19	41.9	0	0	1.887	1.8	2
340.298	320.505	41.9	0	0	1.883	1.8	2
352.68	321.804	41.9	0	0	1.882	1.8	2
365.062	323.103	41.9	0	0	1.882	1.8	2
377.594	324.418	41.9	0	0	1.887	1.8	2
389.976	325.717	41.9	0	0	1.889	1.8	2
281.265	272.351	41.9	0	0	1.866	1.8	2
290.263	273.251	41.9	0	0	1.861	1.8	2
302.651	274.491	41.9	0	0	1.863	1.8	2
315.039	275.73	41.9	0	0	1.864	1.8	2
327.576	276.985	41.9	0	0	1.867	1.8	2
339.964	278.224	41.9	0	0	1.872	1.8	2
352.353	279.464	41.9	0	0	1.878	1.8	2
364.89	280.718	41.9	0	0	1.876	1.8	2
377.278	281.958	41.9	0	0	1.872	1.8	2
389.666	283.198	41.9	0	0	1.872	1.8	2
398.786	283.386	41.9	0	0	1.865	1.8	2
388.809	275.938	41.9	0	0	1.864	1.8	2
378.833	268.49	41.9	0	0	1.87	1.8	2
368.737	260.952	41.9	0	0	1.884	1.8	2
358.76	253.503	41.9	0	0	1.898	1.8	2
348.784	246.055	41.9	0	0	1.909	1.8	2
338.881	238.275	41.9	0	0	1.915	1.8	2
332.252	232.641	41.9	0	0	1.915	1.8	2
319.909	222.148	41.9	0	0	1.905	1.8	2
310.31	213.987	41.9	0	0	1.879	1.8	2
298.881	204.271	41.9	0	0	1.875	1.8	2
289.396	196.207	41.9	0	0	1.884	1.8	2
279.91	188.143	41.9	0	0	1.889	1.8	2
288.554	189.655	41.9	0	0	1.894	1.8	2
300.614	192.744	41.9	0	0	1.89	1.8	2
312.675	195.834	41.9	0	0	1.884	1.8	2
324.881	198.96	41.9	0	0	1.876	1.8	2
336.942	202.049	41.9	0	0	1.875	1.8	2
349.002	205.139	41.9	0	0	1.876	1.8	2
361.208	208.265	41.9	0	0	1.878	1.8	2
373.269	211.354	41.9	0	0	1.885	1.8	2
385.33	214.444	41.9	0	0	1.892	1.8	2
393.903	216.639	41.9	0	0	1.894	1.8	2
449.923	387.464	41.9	0	0	1.858	1.8	2
462.36	386.905	41.9	0	0	1.866	1.8	2
474.798	386.346	41.9	0	0	1.877	1.8	2
487.385	385.78	41.9	0	0	1.879	1.8	2
499.822	385.221	41.9	0	0	1.863	1.8	2
512.26	384.662	41.9	0	0	1.842	1.8	2
524.847	384.096	41.9	0	0	1.837	1.8	2
537.285	383.537	41.9	0	0	1.856	1.8	2
549.722	382.978	41.9	0	0	1.878	1.8	2
562.309	382.413	41.9	0	0	1.88	1.8	2
574.747	381.853	41.9	0	0	1.881	1.8	2
587.184	381.294	41.9	0	0	1.884	1.8	2
599.772	380.729	41.9	0	0	1.888	1.8	2
612.209	380.17	41.9	0	0	1.889	1.8	2
624.646	379.611	41.9	0	0	1.882	1.8	2
637.234	379.045	41.9	0	0	1.878	1.8	2
648.472	378.54	41.9	0	0	1.878	1.8	2
662.109	377.927	41.9	0	0	1.878	1.8	2
673.347	377.422	41.9	0	0	1.879	1.8	2
685.935	376.856	41.9	0	0	1.879	1.8	2
698.372	376.297	41.9	0	0	1.88	1.8	2
710.809	375.738	41.9	0	0	1.883	1.8	2
706.976	372.611	41.9	0	0	1.882	1.8	2
695.406	368.014	41.9	0	0	1.877	1.8	2
682.581	362.918	41.9	0	0	1.871	1.8	2
672.126	358.763	41.9	0	0	1.87	1.8	2
660.556	354.166	41.9	0	0	1.872	1.8	2
646.616	348.627	41.9	0	0	1.879	1.8	2
637.277	344.915	41.9	0	0	1.881	1.8	2
623.337	339.376	41.9	0	0	1.88	1.8	2
611.767	334.779	41.9	0	0	1.877	1.8	2
600.197	330.181	41.9	0	0	1.877	1.8	2
590.857	326.47	41.9	0	0	1.877	1.8	2
576.917	320.931	41.9	0	0	1.872	1.8	2
566.161	314.827	41.9	0	0	1.871	1.8	2
555.85	307.586	41.9	0	0	1.872	1.8	2
545.661	300.431	41.9	0	0	1.873	1.8	2
535.472	293.276	41.9	0	0	1.876	1.8	2
525.16	286.035	41.9	0	0	1.877	1.8	2
514.972	278.881	41.9	0	0	1.874	1.8	2
504.783	271.726	41.9	0	0	1.872	1.8	2
495.576	265.261	41.9	0	0	1.868	1.8	2
485.264	258.02	41.9	0	0	1.862	1.8	2
475.076	250.865	41.9	0	0	1.855	1.8	2
464.887	243.71	41.9	0	0	1.844	1.8	2
454.575	236.469	41.9	0	0	1.841	1.8	2
444.387	229.314	41.9	0	0	1.846	1.8	2
453.194	230.8	41.9	0	0	1.849	1.8	2
465.479	233.598	41.9	0	0	1.85	1.8	3
477.618	236.364	41.9	0	0	1.844	1.8	3
489.757	239.129	41.9	0	0	1.838	1.8	3
502.042	241.928	41.9	0	0	1.832	1.8	3
514.181	244.693	41.9	0	0	1.824	1.8	3
526.32	247.458	41.9	0	0	1.838	1.8	3
538.606	250.257	41.9	0	0	1.862	1.8	3
550.745	253.023	41.9	0	0	1.875	1.8	3
562.884	255.788	41.9	0	0	1.877	1.8	3
575.169	258.587	41.9	0	0	1.876	1.8	3
586.138	261.085	41.9	0	0	1.871	1.8	3
598.277	263.851	41.9	0	0	1.867	1.8	3
610.416	266.616	41.9	0	0	1.868	1.8	3
626.357	270.248	41.9	0	0	1.873	1.8	3
634.84	272.18	41.9	0	0	1.875	1.8	3
646.979	274.945	41.9	0	0	1.878	1.8	3
659.264	277.744	41.9	0	0	1.877	1.8	3
675.06	281.342	41.9	0	0	1.876	1.8	3
683.542	283.275	41.9	0	0	1.874	1.8	3
698.168	286.607	41.9	0	0	1.867	1.8	3
710.453	289.405	41.9	0	0	1.86	1.8	3
761.939	366.567	41.9	0	0	1.932	1.8	3
761.936	354.117	41.9	0	0	1.937	1.8	3
761.933	341.667	41.9	0	0	1.944	1.8	3
761.93	329.067	41.9	0	0	1.944	1.8	3
761.928	316.617	41.9	0	0	1.936	1.8	3
761.925	304.167	41.9	0	0	1.928	1.8	3
769.776	302.445	41.9	0	0	1.918	1.8	3
781.733	305.912	41.9	0	0	1.92	1.8	3
793.691	309.379	41.9	0	0	1.923	1.8	3
805.792	312.889	41.9	0	0	1.93	1.8	3
817.75	316.356	41.9	0	0	1.935	1.8	3
829.707	319.823	41.9	0	0	1.938	1.8	3
841.809	323.332	41.9	0	0	1.937	1.8	3
853.766	326.8	41.9	0	0	1.936	1.8	3
865.723	330.267	41.9	0	0	1.934	1.8	3
877.825	333.776	41.9	0	0	1.934	1.8	3
889.782	337.243	41.9	0	0	1.937	1.8	3
901.74	340.711	41.9	0	0	1.941	1.8	3
913.841	344.22	41.9	0	0	1.941	1.8	3
925.799	347.687	41.9	0	0	1.943	1.8	3
